filename,alg_type,cv,wl,interval_number,avg_late,avg_latency,done_in_time_percent
tasks_cv-1-wl-0.1-in-100.txt,0,1,0.1,100,0.03143163924499074,0.04310962796081732,49.15458252031602
tasks_cv-1-wl-0.1-in-100.txt,1,1,0.1,100,0.031841024362924145,0.04381364639011466,76.96927966109759
tasks_cv-1-wl-0.1-in-1000.txt,0,1,0.1,1000,0.028771624322527594,0.04039640427551427,51.11946186405335
tasks_cv-1-wl-0.1-in-1000.txt,1,1,0.1,1000,0.02933175368266445,0.04106171443797927,77.9383943358542
tasks_cv-1-wl-0.2-in-100.txt,0,1,0.2,100,0.11203870292246228,0.1358884316851729,30.45303714857996
tasks_cv-1-wl-0.2-in-100.txt,1,1,0.2,100,0.1129169108863692,0.13727547830260353,60.952027162494026
tasks_cv-1-wl-0.2-in-1000.txt,0,1,0.2,1000,0.10705819249805364,0.13141520665897966,32.33810289544128
tasks_cv-1-wl-0.2-in-1000.txt,1,1,0.2,1000,0.10812067327301438,0.13260933771314817,62.78321628290333
tasks_cv-1-wl-0.3-in-100.txt,0,1,0.3,100,0.1850653449582552,0.22519850757445753,25.86342539262847
tasks_cv-1-wl-0.3-in-100.txt,1,1,0.3,100,0.1865202397346958,0.22657319776562423,55.38819926362919
tasks_cv-1-wl-0.3-in-1000.txt,0,1,0.3,1000,0.19776334094159045,0.23694362597590096,24.167037390529707
tasks_cv-1-wl-0.3-in-1000.txt,1,1,0.3,1000,0.19946726783589175,0.23834504638903642,53.93816214288579
tasks_cv-1-wl-0.4-in-100.txt,0,1,0.4,100,0.32127235764913786,0.37791298139544766,19.333407083629776
tasks_cv-1-wl-0.4-in-100.txt,1,1,0.4,100,0.323518186588053,0.38040021123971246,48.242188043134895
tasks_cv-1-wl-0.4-in-1000.txt,0,1,0.4,1000,0.33517744750871037,0.38615182679532223,18.381830261434846
tasks_cv-1-wl-0.4-in-1000.txt,1,1,0.4,1000,0.3369667217692946,0.38837607791601675,47.19194088268008
tasks_cv-1-wl-0.5-in-100.txt,0,1,0.5,100,0.44525617934977735,0.5122128470408205,14.791704109119454
tasks_cv-1-wl-0.5-in-100.txt,1,1,0.5,100,0.44738764165515954,0.5152720968214339,42.5164890476551
tasks_cv-1-wl-0.5-in-1000.txt,0,1,0.5,1000,0.5007475084695947,0.5643624813970486,13.911013996844986
tasks_cv-1-wl-0.5-in-1000.txt,1,1,0.5,1000,0.5021947435618539,0.5668874535530168,41.99886544335752
tasks_cv-1-wl-0.6-in-100.txt,0,1,0.6,100,0.7432723450352078,0.8181736291297519,10.882344968859343
tasks_cv-1-wl-0.6-in-100.txt,1,1,0.6,100,0.7449611001827231,0.8223720180536838,38.838144621879096
tasks_cv-1-wl-0.6-in-1000.txt,0,1,0.6,1000,0.7546408826010029,0.8317621408345701,10.837873849498735
tasks_cv-1-wl-0.6-in-1000.txt,1,1,0.6,1000,0.7565480317811657,0.8357998943720322,38.91835353813714
tasks_cv-1-wl-0.7-in-100.txt,0,1,0.7,100,1.231821703592584,1.3338773202463456,9.559982407858953
tasks_cv-1-wl-0.7-in-100.txt,1,1,0.7,100,1.233819365196443,1.3387788771584588,36.93046979205811
tasks_cv-1-wl-0.7-in-1000.txt,0,1,0.7,1000,1.1694485751163057,1.2743287533785335,9.808768209568786
tasks_cv-1-wl-0.7-in-1000.txt,1,1,0.7,1000,1.1722332197508238,1.2787264443033264,38.2355612694454
tasks_cv-1-wl-0.8-in-100.txt,0,1,0.8,100,2.15552841996607,2.2594836265205647,5.196900106976106
tasks_cv-1-wl-0.8-in-100.txt,1,1,0.8,100,2.158785624561396,2.2681172466482495,33.41047389939917
tasks_cv-1-wl-0.8-in-1000.txt,0,1,0.8,1000,1.991759737354633,2.1069416642661163,6.67325821269868
tasks_cv-1-wl-0.8-in-1000.txt,1,1,0.8,1000,1.9935220314994009,2.1129640685269875,35.52439975406223
tasks_cv-1-wl-0.9-in-100.txt,0,1,0.9,100,3.178940378472516,3.3121511129237264,4.494173331995081
tasks_cv-1-wl-0.9-in-100.txt,1,1,0.9,100,3.183198461943676,3.3233277633266356,33.72406185787789
tasks_cv-1-wl-0.9-in-1000.txt,0,1,0.9,1000,3.5270609310080916,3.6507844798849596,2.9899689756843935
tasks_cv-1-wl-0.9-in-1000.txt,1,1,0.9,1000,3.528610888995666,3.6597289600900864,32.38158455925087
