filename,alg_type,cv,wl,interval_number,avg_late,avg_latency,done_in_time_percent
tasks_cv-1-wl-0.1-in-100.txt,0,1,0.1,100,0.03144362774344689,0.04310962796081732,49.396999372183856
tasks_cv-1-wl-0.1-in-100.txt,1,1,0.1,100,0.03200901944549421,0.0438906816343282,76.55716943702636
tasks_cv-1-wl-0.1-in-1000.txt,0,1,0.1,1000,0.02916845553617598,0.04039640427551427,50.35600384403432
tasks_cv-1-wl-0.1-in-1000.txt,1,1,0.1,1000,0.029651898234261103,0.041090881099149865,77.2802257919435
tasks_cv-1-wl-0.2-in-100.txt,0,1,0.2,100,0.11125117225321286,0.1358884316851729,31.603806737859777
tasks_cv-1-wl-0.2-in-100.txt,1,1,0.2,100,0.11233546233638343,0.13695936818975762,62.155873172611926
tasks_cv-1-wl-0.2-in-1000.txt,0,1,0.2,1000,0.10705243013324324,0.13141520665897966,32.235903545426666
tasks_cv-1-wl-0.2-in-1000.txt,1,1,0.2,1000,0.10841782721012642,0.13268529783573074,62.522943635196135
tasks_cv-1-wl-0.3-in-100.txt,0,1,0.3,100,0.18549365557777137,0.22519850757445753,25.17631458882648
tasks_cv-1-wl-0.3-in-100.txt,1,1,0.3,100,0.1874524369653842,0.22682170606961352,54.979733456912626
tasks_cv-1-wl-0.3-in-1000.txt,0,1,0.3,1000,0.19887975800957958,0.23694362597590096,23.505202885101088
tasks_cv-1-wl-0.3-in-1000.txt,1,1,0.3,1000,0.20072536459922272,0.2384277058203385,53.333366359069146
tasks_cv-1-wl-0.4-in-100.txt,0,1,0.4,100,0.3213580230964378,0.37791298139544766,19.098704604788917
tasks_cv-1-wl-0.4-in-100.txt,1,1,0.4,100,0.3234313263821288,0.3795999135104779,48.22218904830282
tasks_cv-1-wl-0.4-in-1000.txt,0,1,0.4,1000,0.33472357860449875,0.38615182679532223,18.463706353505888
tasks_cv-1-wl-0.4-in-1000.txt,1,1,0.4,1000,0.3370121636419353,0.3882503924316023,47.50229413629429
tasks_cv-1-wl-0.5-in-100.txt,0,1,0.5,100,0.44351189871218155,0.5122128470408205,15.53575569164937
tasks_cv-1-wl-0.5-in-100.txt,1,1,0.5,100,0.44526939607296684,0.5140026576645,43.359935647436
tasks_cv-1-wl-0.5-in-1000.txt,0,1,0.5,1000,0.498113808950489,0.5643624813970486,14.794957096930887
tasks_cv-1-wl-0.5-in-1000.txt,1,1,0.5,1000,0.5006902944365198,0.5670728450548536,42.79272517072266
tasks_cv-1-wl-0.6-in-100.txt,0,1,0.6,100,0.7386431511015347,0.8181736291297519,12.065155334031907
tasks_cv-1-wl-0.6-in-100.txt,1,1,0.6,100,0.7418770953208957,0.8226122649874187,40.316690271705866
tasks_cv-1-wl-0.6-in-1000.txt,0,1,0.6,1000,0.7508085772527423,0.8317621408345701,11.693515271063177
tasks_cv-1-wl-0.6-in-1000.txt,1,1,0.6,1000,0.7537464641764506,0.8356176941166235,39.757438409476826
tasks_cv-1-wl-0.7-in-100.txt,0,1,0.7,100,1.231769445841099,1.3338773202463456,9.333250573129217
tasks_cv-1-wl-0.7-in-100.txt,1,1,0.7,100,1.2343757231020605,1.3385772313184126,36.81691831651544
tasks_cv-1-wl-0.7-in-1000.txt,0,1,0.7,1000,1.1793556550309077,1.2743287533785335,8.584553609518396
tasks_cv-1-wl-0.7-in-1000.txt,1,1,0.7,1000,1.1812663333237898,1.2783720212066796,36.76133278668128
tasks_cv-1-wl-0.8-in-100.txt,0,1,0.8,100,2.1524739898207654,2.2594836265205647,5.4697942765505045
tasks_cv-1-wl-0.8-in-100.txt,1,1,0.8,100,2.158215809106693,2.2692203026667292,33.77960972796393
tasks_cv-1-wl-0.8-in-1000.txt,0,1,0.8,1000,1.9970015920760524,2.1069416642661163,6.069085739364819
tasks_cv-1-wl-0.8-in-1000.txt,1,1,0.8,1000,1.998176824838696,2.112105787823011,34.718752628599844
tasks_cv-1-wl-0.9-in-100.txt,0,1,0.9,100,3.1768644250196165,3.3121511129237264,4.538705576651405
tasks_cv-1-wl-0.9-in-100.txt,1,1,0.9,100,3.178402229672982,3.319765791253954,33.973895236396594
tasks_cv-1-wl-0.9-in-1000.txt,0,1,0.9,1000,3.524314409618858,3.6507844798849596,3.0741710620739715
tasks_cv-1-wl-0.9-in-1000.txt,1,1,0.9,1000,3.528867538505712,3.661662143788939,32.72435299595667
